,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
336,z0de44oy,337,https://www.speedrun.com/sm64/run/z0de44oy,2024-02-23T06:36:25Z,6847,6847,j0vkm73x,druz,United States,N64,Yes
337,9mr9orgm,338,https://www.speedrun.com/sm64/run/9mr9orgm,2015-07-17T15:38:19Z,6849,6849,zx73kqj7,Skaredogged97,Switzerland,EMU,Yes
338,8m7o44y0,339,https://www.speedrun.com/sm64/run/8m7o44y0,,6859,6859,,,,N64,No
339,y2g2ke6z,340,https://www.speedrun.com/sm64/run/y2g2ke6z,2023-07-22T16:28:34Z,6860,6860,86vp263j,OdieB,Canada,N64,Yes
340,y23pej7m,341,https://www.speedrun.com/sm64/run/y23pej7m,2017-10-23T03:43:21Z,6862,6862,qjooqd0j,SmashBrawler64,United States,N64,Yes
341,yv2ejw8m,342,https://www.speedrun.com/sm64/run/yv2ejw8m,2021-03-25T20:25:09Z,6868,6868,7j420lwx,Progji,Germany,N64,Yes
342,mr2w8gdy,342,https://www.speedrun.com/sm64/run/mr2w8gdy,2024-01-21T07:34:13Z,6868,6868,8dw9onoj,JoeyBagODonuts,United States,EMU,Yes
343,yodj5r0m,344,https://www.speedrun.com/sm64/run/yodj5r0m,2022-08-11T12:37:22Z,6872,6872,x353emej,Bernhard,Germany,N64,Yes
344,8yvxdozo,345,https://www.speedrun.com/sm64/run/8yvxdozo,,6875,6875,,,,N64,No
345,y86q73nm,346,https://www.speedrun.com/sm64/run/y86q73nm,2023-05-06T00:20:09Z,6876,6876,xkmnnmmj,ZUMMI,Italy,EMU,Yes
346,zpw90pvy,347,https://www.speedrun.com/sm64/run/zpw90pvy,2023-06-25T15:33:46Z,6878,6878,8rpq26dj,Midbro_,United States,VC,Yes
347,meweqr9m,348,https://www.speedrun.com/sm64/run/meweqr9m,2024-05-01T05:14:42Z,6879,6879,8l33gm28,EmiBella,United States,N64,Yes
348,yd2j18qm,349,https://www.speedrun.com/sm64/run/yd2j18qm,2023-12-10T02:41:23Z,6881,6881,o86z710x,zekeSSB,United States,N64,Yes
349,y9j1l4em,349,https://www.speedrun.com/sm64/run/y9j1l4em,2024-03-15T21:33:12Z,6881,6881,xyqe9ly8,BryceIsRight64,United States,N64,Yes
350,mk09q13z,351,https://www.speedrun.com/sm64/run/mk09q13z,2023-05-10T14:45:05Z,6882,6882,o86owz08,D3m0nf4ng,Germany,EMU,Yes
351,1zxxrezx,352,https://www.speedrun.com/sm64/run/1zxxrezx,,6886,6886,,,,N64,Yes
352,yvon9e4z,353,https://www.speedrun.com/sm64/run/yvon9e4z,2021-10-21T16:51:42Z,6891,6891,7j4mzd5j,Thomkar,Norway,EMU,Yes
353,9melnl2z,354,https://www.speedrun.com/sm64/run/9melnl2z,2016-06-25T14:46:42Z,6896,6896,,,,VC,Yes
354,z5klkknz,354,https://www.speedrun.com/sm64/run/z5klkknz,2024-01-06T10:23:04Z,6896,6896,8v2p7gnj,hotdwgboy,United States,EMU,Yes
355,y6v5j06m,356,https://www.speedrun.com/sm64/run/y6v5j06m,2024-03-11T15:36:33Z,6899,6899,8r2qg93x,boomeraang,,N64,Yes
356,9yod935m,357,https://www.speedrun.com/sm64/run/9yod935m,2016-03-20T18:53:06Z,6900,6900,,,,N64,No
357,zq6ogg8y,357,https://www.speedrun.com/sm64/run/zq6ogg8y,2018-04-06T20:15:52Z,6900,6900,qjnzw04j,disrespectless,Germany,N64,Yes
358,zqdq805m,359,https://www.speedrun.com/sm64/run/zqdq805m,2023-12-31T09:48:17Z,6902,6902,1xy9r4yj,Mapiz,Italy,EMU,Yes
359,me1rrn0y,360,https://www.speedrun.com/sm64/run/me1rrn0y,2022-11-26T10:44:08Z,6906,6906,jo35yn7j,Luisito,Mexico,VC,Yes
360,y2gxx47z,360,https://www.speedrun.com/sm64/run/y2gxx47z,2023-06-10T02:59:53Z,6906,6906,pj0z4m98,Expreli,United States,VC,Yes
361,9yoq10zx,362,https://www.speedrun.com/sm64/run/9yoq10zx,,6908,6908,,,,EMU,No
362,z5807odz,363,https://www.speedrun.com/sm64/run/z5807odz,2024-03-19T22:25:57Z,6910,6910,8wl1094j,CAKEbetty,United States,VC,No
363,8m7er4z0,364,https://www.speedrun.com/sm64/run/8m7er4z0,,6919,6919,qjoyg3x6,Lluuccuuss,England,N64,Yes
364,yojp320m,365,https://www.speedrun.com/sm64/run/yojp320m,2019-09-29T20:29:29Z,6924,6924,qxkm4m6j,Galax,Switzerland,EMU,Yes
365,znvppolm,366,https://www.speedrun.com/sm64/run/znvppolm,2023-06-27T06:23:46Z,6929,6929,8w1wng4x,moltres93,United States,N64,Yes
366,8y8p7dz1,367,https://www.speedrun.com/sm64/run/8y8p7dz1,,6934,6934,kjpk4kxq,moodehh,United Kingdom,N64,No
367,pm3jpdz0,368,https://www.speedrun.com/sm64/run/pm3jpdz0,,6938,6938,v8lez14x,TheDarkmanWs,Sweden,N64,No
368,dy4ld3zl,369,https://www.speedrun.com/sm64/run/dy4ld3zl,,6946,6946,o866w58z,Xiah,Japan,N64,No
369,z06nw7jz,370,https://www.speedrun.com/sm64/run/z06nw7jz,2021-02-23T13:38:40Z,6947,6947,qjn2mw1j,Toadfan5,United States,N64,Yes
370,zx7871gy,371,https://www.speedrun.com/sm64/run/zx7871gy,2022-06-04T05:36:20Z,6958,6958,qxkovr28,zach,United States,N64,Yes
371,zq63vjry,372,https://www.speedrun.com/sm64/run/zq63vjry,2017-05-18T18:53:26Z,6960,6960,pj0pe9xw,goodtime07,United States,N64,Yes
372,zx36gx5z,373,https://www.speedrun.com/sm64/run/zx36gx5z,2023-06-03T22:07:26Z,6962,6962,x76047vj,Phoenix64,United States,VC,Yes
373,zpp44jvz,374,https://www.speedrun.com/sm64/run/zpp44jvz,2023-09-25T04:07:44Z,6969,6969,j03np23j,w0nderbean,United States,N64,Yes
374,y8w0kp5y,374,https://www.speedrun.com/sm64/run/y8w0kp5y,2024-04-28T23:59:20Z,6969,6969,8vk60z5j,Falling_Tacos,United States,N64,Yes
375,zp9o6ovm,376,https://www.speedrun.com/sm64/run/zp9o6ovm,2022-07-07T23:02:00Z,6975,6975,jprppv28,SodiumChlorideIC,Austria,EMU,Yes
376,m3rr866m,377,https://www.speedrun.com/sm64/run/m3rr866m,2021-05-14T04:27:40Z,6977,6977,8l0oq578,fireblazethem,United States,EMU,Yes
377,znk2ld9z,378,https://www.speedrun.com/sm64/run/znk2ld9z,2020-07-15T00:42:46Z,6980,6980,dx3wpl2j,MrJimmysteel25,United States,N64,Yes
378,y868g31m,379,https://www.speedrun.com/sm64/run/y868g31m,2023-06-28T20:20:12Z,6985,6985,qj22wwpj,HappyZpanners,Norway,N64,Yes
379,8yv61kez,380,https://www.speedrun.com/sm64/run/8yv61kez,2015-05-19T20:46:42Z,6986,6986,0jm6gn81,race_out,Canada,N64,Yes
380,yjg639oy,381,https://www.speedrun.com/sm64/run/yjg639oy,2021-05-01T18:47:01Z,6987,6987,8rp1w6dj,zubat05,Ecuador,EMU,Yes
381,jy9p4em4,382,https://www.speedrun.com/sm64/run/jy9p4em4,,6990,6990,zx7w5y87,Blasant,Germany,EMU,Yes
382,me3now8z,383,https://www.speedrun.com/sm64/run/me3now8z,2022-07-01T12:54:37Z,6992,6992,qj2q6doj,JuiceACD,United States,EMU,Yes
383,zn15ko9m,384,https://www.speedrun.com/sm64/run/zn15ko9m,2021-07-01T02:25:33Z,6996,6996,68w672qj,drimys,United States,N64,Yes
384,yo0d7ody,385,https://www.speedrun.com/sm64/run/yo0d7ody,2024-04-20T23:15:53Z,6998,6998,7j4rz5m8,TheBarinade,Australia,N64,Yes
385,y9kk14nz,386,https://www.speedrun.com/sm64/run/y9kk14nz,2023-12-16T10:08:38Z,7015,7015,j51r39z8,P_Luizon,Mexico,N64,Yes
386,y698veqy,387,https://www.speedrun.com/sm64/run/y698veqy,2021-11-04T19:58:43Z,7017,7017,86nqn6wx,Susano130,Japan,N64,Yes
387,me09920z,388,https://www.speedrun.com/sm64/run/me09920z,2023-10-16T00:03:35Z,7025,7025,zx71oy0x,FGSM,Scotland,EMU,Yes
388,y6o35k6y,389,https://www.speedrun.com/sm64/run/y6o35k6y,2022-11-27T05:05:48Z,7026,7026,j0324nmj,MrDasho,Ecuador,EMU,Yes
389,7z0j8noy,390,https://www.speedrun.com/sm64/run/7z0j8noy,2016-06-25T12:27:27Z,7029,7029,o86nn7qx,dj0nk,United States,EMU,Yes
390,zne30l7z,390,https://www.speedrun.com/sm64/run/zne30l7z,2023-10-09T20:15:27Z,7029,7029,jn9qe22x,Famin,United States,EMU,Yes
391,y90jknky,392,https://www.speedrun.com/sm64/run/y90jknky,2020-07-12T23:36:35Z,7032,7032,v8lyv4jm,MarvJungs,Germany,EMU,Yes
392,y8q9n6ny,393,https://www.speedrun.com/sm64/run/y8q9n6ny,2017-05-28T14:25:44Z,7036,7036,7j4975w8,mashSRL,Germany,N64,Yes
393,emkojxz6,394,https://www.speedrun.com/sm64/run/emkojxz6,,7039,7039,e8el6oj0,esi,United States,EMU,No
394,yldx3wkm,395,https://www.speedrun.com/sm64/run/yldx3wkm,2024-05-18T13:25:19Z,7041,7041,18v3pdyx,Sailo,Germany,VC,Yes
395,zp664erm,396,https://www.speedrun.com/sm64/run/zp664erm,2024-05-13T16:12:04Z,7046,7046,xz0v26e8,TylerKwak,United States,N64,No
396,2ywx93m4,397,https://www.speedrun.com/sm64/run/2ywx93m4,,7047,7047,,,,N64,No
397,mrl4jx8m,397,https://www.speedrun.com/sm64/run/mrl4jx8m,2023-06-02T01:25:46Z,7047,7047,qjn3my2x,Darkman_,France,EMU,Yes
398,y8k4k25y,399,https://www.speedrun.com/sm64/run/y8k4k25y,2024-01-29T02:48:30Z,7048,7048,8q3lvp7j,Nagol64m,United States,EMU,Yes
399,yo0n427y,400,https://www.speedrun.com/sm64/run/yo0n427y,2024-05-01T18:58:09Z,7051,7051,j2y2wmn8,Keldon,United States,EMU,Yes
400,zx3x0nqz,401,https://www.speedrun.com/sm64/run/zx3x0nqz,2023-07-28T05:10:04Z,7053,7053,y8d95gox,EdgarEffectConnected,United States,N64,Yes
401,zgejw7dy,402,https://www.speedrun.com/sm64/run/zgejw7dy,2023-07-30T03:44:38Z,7054,7054,kjp9nvk8,fazerlazer80,United States,N64,Yes
402,pzgo5em2,403,https://www.speedrun.com/sm64/run/pzgo5em2,,7056,7056,,,,N64,Yes
403,y6xwxlpy,404,https://www.speedrun.com/sm64/run/y6xwxlpy,2022-11-04T03:16:48Z,7057,7057,8v6rq1vx,ti_83,United States,N64,Yes
404,yo0rqd1y,404,https://www.speedrun.com/sm64/run/yo0rqd1y,2024-04-10T21:04:02Z,7057,7057,jp6ed5k8,TNewm2215,United States,EMU,Yes
405,kz5ro15y,406,https://www.speedrun.com/sm64/run/kz5ro15y,2015-09-23T18:46:55Z,7063,7063,zx7vky6x,Hafus,United States,N64,Yes
406,z0op6g8z,406,https://www.speedrun.com/sm64/run/z0op6g8z,2022-01-20T01:54:42Z,7063,7063,8e6nykoj,DTunester,United States,EMU,Yes
407,9megq0y7,408,https://www.speedrun.com/sm64/run/9megq0y7,,7066,7066,,,,N64,Yes
408,yjoo7pnz,409,https://www.speedrun.com/sm64/run/yjoo7pnz,2024-05-17T02:10:36Z,7067,7067,814de1p8,J2JordanTyler,United States,N64,Yes
409,m3o3ljgm,410,https://www.speedrun.com/sm64/run/m3o3ljgm,2018-10-26T07:21:06Z,7069,7069,zx72k4r8,Yoshi_Zilla,United States,VC,Yes
410,zpg1l6xz,411,https://www.speedrun.com/sm64/run/zpg1l6xz,2023-01-13T04:19:05Z,7071,7071,v815l1lj,Derek,United States,EMU,Yes
411,zn3jpg9y,412,https://www.speedrun.com/sm64/run/zn3jpg9y,2020-11-22T09:57:01Z,7076,7076,dx35v6ej,MrMeanMoustache,Netherlands,N64,Yes
412,yodvpojm,413,https://www.speedrun.com/sm64/run/yodvpojm,2022-07-30T09:10:46Z,7077,7077,5j5gwr68,Speedrun,United States,EMU,Yes
413,y88k10wy,414,https://www.speedrun.com/sm64/run/y88k10wy,2022-06-18T07:41:26Z,7079,7079,18q652oj,Poke,United States,EMU,Yes
414,zggg7vdz,415,https://www.speedrun.com/sm64/run/zggg7vdz,2021-05-10T14:49:48Z,7083,7083,kjp4g4jq,Talon2461,England,VC,Yes
415,zg2206vy,416,https://www.speedrun.com/sm64/run/zg2206vy,2023-02-14T20:46:07Z,7084,7084,p18vz2jl,Illudude,Sweden,N64,Yes
416,zp608o8m,416,https://www.speedrun.com/sm64/run/zp608o8m,2024-02-25T18:11:30Z,7084,7084,xyovdowj,Drainsow,Germany,EMU,Yes
417,y6vd20qm,418,https://www.speedrun.com/sm64/run/y6vd20qm,2024-03-28T19:45:45Z,7086,7086,8l4vq1lj,Step735,Italy,EMU,Yes
418,oy2wl5yd,419,https://www.speedrun.com/sm64/run/oy2wl5yd,,7092,7092,v81q7ljp,Snowman,United States,N64,Yes
419,y6o0d3jy,419,https://www.speedrun.com/sm64/run/y6o0d3jy,2023-01-30T22:45:03Z,7092,7092,dx3w7r7j,KingJ0444,Canada,EMU,Yes
420,ydror7jz,421,https://www.speedrun.com/sm64/run/ydror7jz,2021-07-01T21:30:53Z,7093,7093,qxknvr7x,Marshall,Marshall Islands,N64,Yes
421,ywre3n9m,422,https://www.speedrun.com/sm64/run/ywre3n9m,2023-04-26T05:14:02Z,7097,7097,8qrldp7j,Amahumahaba,United States,N64,Yes
422,9yoxw0yx,423,https://www.speedrun.com/sm64/run/9yoxw0yx,,7098,7098,qj26qnxk,caivs,United States,N64,Yes
423,wzpxjxmq,424,https://www.speedrun.com/sm64/run/wzpxjxmq,,7099,7099,qj26pqnx,NyZ,Japan,N64,No
424,z1l2dr9m,425,https://www.speedrun.com/sm64/run/z1l2dr9m,2023-06-19T17:04:46Z,7101,7101,j92d9do8,Nikkeri,Finland,EMU,Yes
425,mee7k02m,426,https://www.speedrun.com/sm64/run/mee7k02m,2023-01-11T23:31:26Z,7102,7102,48gmdo78,JaVillain,United States,N64,Yes
426,y6d8qjqm,427,https://www.speedrun.com/sm64/run/y6d8qjqm,2021-07-03T05:01:39Z,7106,7106,pj0v90mx,adelyn64,United States,N64,Yes
427,yvllq3ez,428,https://www.speedrun.com/sm64/run/yvllq3ez,2024-05-14T21:27:21Z,7108,7108,98r6vmg8,Nintendude64,United States,VC,Yes
428,y8joq2xz,429,https://www.speedrun.com/sm64/run/y8joq2xz,2022-02-22T03:06:38Z,7111,7111,86vm37pj,sevenyoshi,United States,N64,Yes
429,oy2nn9yd,430,https://www.speedrun.com/sm64/run/oy2nn9yd,,7113,7113,zx7qg687,ParadoxKarl,Esperanto,VC,No
430,mke55wlm,431,https://www.speedrun.com/sm64/run/mke55wlm,2022-01-11T03:53:25Z,7116,7116,qjod06nx,BlueX2,Germany,EMU,Yes
431,yj87rp3m,432,https://www.speedrun.com/sm64/run/yj87rp3m,2023-03-27T01:09:50Z,7117,7117,qj200q6x,Electrand,,EMU,Yes
432,y82dn2wy,433,https://www.speedrun.com/sm64/run/y82dn2wy,2020-05-21T14:01:27Z,7121,7121,zx70qm0j,TerraBoop,United States,N64,Yes
433,y4ookkdz,434,https://www.speedrun.com/sm64/run/y4ookkdz,2023-07-13T02:28:05Z,7123,7123,5j5qzewj,Keubab,France,N64,Yes
434,zq9qk11y,435,https://www.speedrun.com/sm64/run/zq9qk11y,2022-10-05T14:34:31Z,7124,7124,jmor1yo8,hector,Mexico,N64,Yes
435,yjpr5wny,436,https://www.speedrun.com/sm64/run/yjpr5wny,2022-07-15T10:26:25Z,7125,7125,8vkkkz5j,haruto701,Japan,N64,Yes
436,yw3l9j0m,437,https://www.speedrun.com/sm64/run/yw3l9j0m,2022-07-28T20:55:38Z,7128,7128,j2wlm4pj,Johnny3Oak,United States,N64,Yes
437,zp86qnxy,438,https://www.speedrun.com/sm64/run/zp86qnxy,2021-10-08T05:31:23Z,7129,7129,8e9o1w6j,sigalig,United States,N64,Yes
438,yddwe60y,438,https://www.speedrun.com/sm64/run/yddwe60y,2022-05-24T19:01:35Z,7129,7129,8l05yv48,zGamuT,United States,EMU,Yes
439,1zxjeeyx,440,https://www.speedrun.com/sm64/run/1zxjeeyx,,7131,7131,,,,EMU,Yes
440,z1x47jgm,440,https://www.speedrun.com/sm64/run/z1x47jgm,2021-11-16T22:43:17Z,7131,7131,xz7n0vnj,Pingu16,Italy,EMU,Yes
441,z0j1op8y,442,https://www.speedrun.com/sm64/run/z0j1op8y,2023-05-15T06:03:40Z,7135,7135,7j44olj1,AndrewAJT,United States,VC,Yes
442,2yw09q9m,443,https://www.speedrun.com/sm64/run/2yw09q9m,2015-09-18T15:48:26Z,7136,7136,18qnw78n,Mese,Japan,N64,No
443,ydjlp10y,444,https://www.speedrun.com/sm64/run/ydjlp10y,2023-07-28T15:45:58Z,7138,7138,xz9o5508,octave_6,United States,EMU,Yes
444,z117npwz,445,https://www.speedrun.com/sm64/run/z117npwz,2019-03-12T04:44:25Z,7140,7140,dx3rzz2x,IR,Canada,N64,Yes
445,ywnkr13y,446,https://www.speedrun.com/sm64/run/ywnkr13y,2023-11-02T19:49:41Z,7141,7141,v81100p8,HomerOfSteel,France,EMU,Yes
446,pm3v9dz0,447,https://www.speedrun.com/sm64/run/pm3v9dz0,,7145,7145,,,,EMU,Yes
447,0y62go0z,448,https://www.speedrun.com/sm64/run/0y62go0z,2016-06-25T12:33:15Z,7146,7146,,,,EMU,Yes
448,8m7ok4y0,449,https://www.speedrun.com/sm64/run/8m7ok4y0,,7147,7147,,,,N64,Yes
449,yjpk7e7y,450,https://www.speedrun.com/sm64/run/yjpk7e7y,2022-04-13T20:20:56Z,7151,7151,8d4egv98,RedSlim777,France,EMU,Yes
450,z19n9xrm,450,https://www.speedrun.com/sm64/run/z19n9xrm,2024-05-22T01:12:59Z,7151,7151,j0w3r0w8,jackmp3,United States,EMU,Yes
451,pm3rdodm,452,https://www.speedrun.com/sm64/run/pm3rdodm,2015-09-23T18:49:31Z,7153,7153,v48g37xp,JustinDT,Québec,N64,Yes
452,ywr9r4pm,453,https://www.speedrun.com/sm64/run/ywr9r4pm,2023-08-28T12:38:39Z,7154,7154,qxkpnmj0,Niniste,France,EMU,Yes
453,mejve62y,454,https://www.speedrun.com/sm64/run/mejve62y,2021-12-02T11:06:18Z,7159,7159,5j5de9n8,Frozeno,Australia,VC,Yes
454,z5kw5j5z,454,https://www.speedrun.com/sm64/run/z5kw5j5z,2024-01-08T12:35:03Z,7159,7159,8e9nqd2j,Suhti,Germany,EMU,Yes
455,dy4n93ml,454,https://www.speedrun.com/sm64/run/dy4n93ml,,7159,7159,qjooplj6,5upamayne,Lebanon,EMU,No
456,me8rq83m,457,https://www.speedrun.com/sm64/run/me8rq83m,2019-05-13T21:40:43Z,7164,7164,qjn997dx,Tomtendo,England,N64,Yes
457,zppx57xz,457,https://www.speedrun.com/sm64/run/zppx57xz,2024-01-01T16:34:26Z,7164,7164,y8dg3n98,HexSpeedruns,United States,EMU,Yes
458,mrepp04y,459,https://www.speedrun.com/sm64/run/mrepp04y,2020-03-01T19:53:17Z,7165,7165,o86q79qx,YobunTeme,Japan,N64,Yes
459,z5j0oedm,459,https://www.speedrun.com/sm64/run/z5j0oedm,2020-05-09T05:27:49Z,7165,7165,kjpmk5jq,Ivan,United States,N64,Yes
460,y2x9p97m,461,https://www.speedrun.com/sm64/run/y2x9p97m,2021-04-11T03:41:45Z,7166,7166,o86neqxz,game_complete,Uganda,N64,Yes
461,8yv2q44m,462,https://www.speedrun.com/sm64/run/8yv2q44m,2015-08-23T00:29:33Z,7167,7167,qjoon7j6,senn,Germany,EMU,Yes
462,dy4od9qz,463,https://www.speedrun.com/sm64/run/dy4od9qz,2016-07-01T14:52:24Z,7168,7168,,,,VC,Yes
463,z0dpx1oy,464,https://www.speedrun.com/sm64/run/z0dpx1oy,2024-04-16T10:30:50Z,7169,7169,8v57kgvj,GrievousD2,Canada,N64,Yes
464,y2gnxp5z,465,https://www.speedrun.com/sm64/run/y2gnxp5z,2023-07-30T21:31:53Z,7170,7170,863k2ww8,MeepJeep,Germany,N64,Yes
465,yw0r523m,466,https://www.speedrun.com/sm64/run/yw0r523m,2021-03-02T05:17:42Z,7172,7172,zx7d74vx,Tabbyztorm,Pakistan,EMU,Yes
466,y8w1do5y,467,https://www.speedrun.com/sm64/run/y8w1do5y,2024-03-02T23:09:14Z,7174,7174,o863zoq8,pvps,United States,N64,Yes
467,z0p5oeoy,468,https://www.speedrun.com/sm64/run/z0p5oeoy,2022-04-28T09:16:51Z,7175,7175,8dw4e5lj,Divine,Austria,N64,Yes
468,m78qre5z,469,https://www.speedrun.com/sm64/run/m78qre5z,2021-01-26T04:29:39Z,7179,7179,v8l04qv8,Smurfy,Canada,N64,Yes
469,y2vdl39z,470,https://www.speedrun.com/sm64/run/y2vdl39z,2021-02-01T09:01:55Z,7181,7181,18v3m25x,chomsky,United States,N64,Yes
470,ywgq1dpz,470,https://www.speedrun.com/sm64/run/ywgq1dpz,2024-03-25T16:27:41Z,7181,7181,jnp1zz18,Flareon1693,Austria,VC,Yes
471,y65dl8jz,472,https://www.speedrun.com/sm64/run/y65dl8jz,2020-05-17T01:04:44Z,7182,7182,8v55rmej,Seiozi,United States,N64,Yes
472,y6v2klpm,472,https://www.speedrun.com/sm64/run/y6v2klpm,2024-05-06T18:32:58Z,7182,7182,xyrkgynj,Jando112,Germany,EMU,Yes
473,mrn36jgy,474,https://www.speedrun.com/sm64/run/mrn36jgy,2021-11-26T01:41:19Z,7183,7183,zxz9n948,tayyip,,EMU,Yes
474,y9kgnnez,475,https://www.speedrun.com/sm64/run/y9kgnnez,2024-01-21T23:19:45Z,7184,7184,8lp3k07j,ItsMalex,Italy,EMU,Yes
475,ydnjoqvm,475,https://www.speedrun.com/sm64/run/ydnjoqvm,2024-05-05T22:16:35Z,7184,7184,jmomloe8,Kaug,Japan,VC,Yes
476,9mer139z,477,https://www.speedrun.com/sm64/run/9mer139z,2017-03-19T03:01:05Z,7188,7188,e8e965pj,Leonostic,United States,EMU,Yes
477,ywjpovnz,477,https://www.speedrun.com/sm64/run/ywjpovnz,2021-12-16T19:34:03Z,7188,7188,kj96k9oj,AndySandford,Norway,EMU,Yes
478,z0x95o4z,477,https://www.speedrun.com/sm64/run/z0x95o4z,2023-10-08T16:37:48Z,7188,7188,86n94m0x,Joanbros,France,EMU,Yes
479,1zqqxrzl,480,https://www.speedrun.com/sm64/run/1zqqxrzl,,7190,7190,,,,N64,Yes
480,mee5v18m,481,https://www.speedrun.com/sm64/run/mee5v18m,2023-04-04T00:31:54Z,7192,7192,jnzd1m1j,RJ7k,United States,N64,Yes
481,mk54pq5m,482,https://www.speedrun.com/sm64/run/mk54pq5m,2021-07-31T18:46:39Z,7194,7194,qj233nxk,lackattack,United States,N64,Yes
482,y9jn1kkm,483,https://www.speedrun.com/sm64/run/y9jn1kkm,2024-03-20T16:57:33Z,7195,7195,18vn9m5j,Kasual,Canada,N64,Yes
483,7z0qv9m5,484,https://www.speedrun.com/sm64/run/7z0qv9m5,,7199,7199,,,,N64,No
484,z0p4jxjy,484,https://www.speedrun.com/sm64/run/z0p4jxjy,2022-07-20T05:43:38Z,7199,7199,j4r5lm58,Dorious,Australia,N64,Yes
485,zqjrq1rm,484,https://www.speedrun.com/sm64/run/zqjrq1rm,2023-05-17T16:15:49Z,7199,7199,e8e99opj,Groove_Heaven,United States,N64,Yes
486,0y6ek6z7,484,https://www.speedrun.com/sm64/run/0y6ek6z7,,7199,7199,,,,N64,No
487,y20x579m,488,https://www.speedrun.com/sm64/run/y20x579m,2022-01-06T14:34:58Z,7206,7206,j2y0pkl8,TobiiSR,Austria,VC,Yes
488,y9810eez,489,https://www.speedrun.com/sm64/run/y9810eez,2023-05-27T23:01:08Z,7217,7217,8rprrndj,N8rBeans,United States,N64,Yes
489,m3037d6m,490,https://www.speedrun.com/sm64/run/m3037d6m,2024-04-14T17:38:44Z,7221,7221,y8dkzmgj,kmarket,Finland,EMU,Yes
490,ydg3rnwy,491,https://www.speedrun.com/sm64/run/ydg3rnwy,2022-12-12T02:40:22Z,7231,7231,7j43q6w8,JayBeanz,United States,N64,Yes
491,7z00w9z5,492,https://www.speedrun.com/sm64/run/7z00w9z5,,7233,7233,,,,EMU,Yes
492,m3lxj3qm,493,https://www.speedrun.com/sm64/run/m3lxj3qm,2023-02-07T10:40:15Z,7240,7240,o86npyqx,Gloggekawa,Germany,VC,Yes
493,mkp152vy,494,https://www.speedrun.com/sm64/run/mkp152vy,2024-05-20T04:02:02Z,7251,7251,7j4nrodx,labmemb3r,United States,VC,Yes
494,zx38o28z,495,https://www.speedrun.com/sm64/run/zx38o28z,2023-07-01T21:22:43Z,7255,7255,18veed2j,Castle,Canada,VC,Yes
495,8y8p5dz1,496,https://www.speedrun.com/sm64/run/8y8p5dz1,,7259,7259,,,,N64,No
496,z0lw90ez,497,https://www.speedrun.com/sm64/run/z0lw90ez,2022-07-29T18:26:15Z,7260,7260,j96w46oj,Sunk,United States,EMU,Yes
497,z1k4k9wy,497,https://www.speedrun.com/sm64/run/z1k4k9wy,2024-01-29T05:43:48Z,7260,7260,v811oml8,J3RBA1TED,United States,N64,Yes
498,melnlw0z,499,https://www.speedrun.com/sm64/run/melnlw0z,2023-08-01T06:13:53Z,7267,7267,8w1rr94x,sanj,Canada,EMU,Yes
499,zgpdlpnz,500,https://www.speedrun.com/sm64/run/zgpdlpnz,2022-05-26T05:42:06Z,7277,7277,1xyozvjr,Flygonman,United States,VC,Yes
